"ID","target","X20aa07010","X963a49cdc","X68a945b18","X935ca66a9","X8.61E.26","X26fc93eb7","X0572565c2","X66ace2992","fb49e4212","X6619d81fc","aca228668","X6eef030c1","bc70cbc26","fc99f9426","X7e814a30d","bd6da0cca","X1db387535","b43a7cfd5","X024c577b9","ea772e115","ad009c8b9","X2ec5b290f","X0ff32eb98","X166008929","X58e056e12","X241f0f867","cbb673163","X1931ccfdd","f02ecb19c","X58e2e02e6","X1fe5d56b9","X9fd594eec","fb0f5dbfe","X91f701ba2","ca2b906e8","X703885424","f97d9431e","X939f628a7","X62fb56487","eeb9cd3aa","X324921c7b","X58232a6fb","c0d2348b7","X491b9ee45","c8d582dd2","d6bb78916","c10f31664","X4bcf15776","X70feb1494","adb64ff71","X11e12dbe8","X9de83dc23","X62e59a501","X15ace8c9f","X5c6487af1","bb0ce54e9","f190486d6","f74e8f13d","X5d3b81ef8","X77deffdf0","c5a231d81","e176a204a","X1702b5bf0","a09a238d0","X190db8488","c47340d97","X8781e4b91","ef30f6be5","X23310aa6f"
"bb8d7aab5",908000,1304800,60000,0,941600,0,1359000,3147200,1878571.42,814800,0,609000,450000,350000,1586888.88,0,0,1477600,400000,267428.58,1473333.34,0,528666.66,3076666.66,260000,8120000,307000,9100000,5450500,440000,2186000,747333.34,3244909.1,380000,75000,0,280000,92000,115333.34,0,1933333.34,406000,0,2460000,160000,400000,60666.66,292000,65000,2352551.72,1600000,732000,1800000,609200,0,12000000,0,35050000,500000,4200000,2793333.34,440000,310000,448666.66,7697500,466461.54,0,2465600,142333.34,3513333.34
"bf6c2d1ef",3076666.66,1563411.76,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,540000,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,296444.44,1775333.34,115636.36,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,834800,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,1015000,1563411.76,1775333.34,247166.66,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"c14136677",40000,4870000,2186000,0,0,65000,1933333.34,448666.66,908000,430000,267428.58,113600,707000,281000,400000,0,0,60666.66,356000,1838333.34,0,1800000,374000,814800,747333.34,600000,370000,6532000,3244909.1,244000,2253333.34,1200000,547000,0,0,23600000,450000,0,514666.66,4936000,11115200,16733333.34,2300000,66000,380000,0,0,1000000,244000,0,609200,194000,715000,4900000,400000,35050000,290800,25300000,950000,60000,400000,307000,1304800,922000,0,406000,528666.66,0,57714.28,8120000
"c5e859554",60666.66,500000,3147200,92000,1775333.34,1775333.34,466461.54,1015000,1477600,0,296444.44,1964666.66,528666.66,1964666.66,115636.36,1964666.66,260000,834800,1359000,12000000,2460000,2793333.34,3513333.34,1563411.76,1775333.34,1878571.42,310000,1800000,1600000,1775333.34,448666.66,0,609200,814800,540000,377333.34,0,0,273000,7697500,406000,2352551.72,5450500,274000,3076666.66,0,60000,941600,0,440000,1563411.76,194000,1775333.34,160000,307000,75000,332000,0,1586888.88,738571.42,158000,1563411.76,247166.66,280000,0,1563411.76,1563411.76,440000,120400,550000
"c952aed51",30000,0,338000,444000,444000,444000,338000,338000,338000,338000,338000,0,0,0,338000,0,444000,338000,338000,0,444000,444000,338000,338000,444000,0,338000,444000,338000,444000,113000,444000,88000,50000,338000,444000,338000,444000,0,444000,472000,338000,133333.34,444000,338000,444000,186666.66,444000,444000,338000,338000,444000,444000,338000,102000,338000,444000,467333.34,338000,0,444000,338000,338000,338000,444000,338000,338000,444000,0,338000
"c95732596",160000,0,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,75000,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,550000,440000,1775333.34,1775333.34,540000,1563411.76,1775333.34,1600000,1015000,1775333.34,1563411.76,1775333.34,0,1775333.34,1586888.88,466461.54,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,1477600,834800,247166.66,1775333.34,1563411.76,1775333.34,3076666.66,1775333.34,0,1563411.76,1563411.76,1775333.34,1775333.34,115636.36,3147200,1563411.76,1775333.34,310000,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,296444.44,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"c9573f4ac",819750,1838333.34,1933333.34,4936000,715000,244000,3244909.1,406000,950000,908000,60666.66,242666.66,400000,113600,0,440500,23600000,400000,2300000,0,1800000,0,370000,1878571.42,1473333.34,4870000,430000,0,450000,747333.34,11115200,0,707000,600000,448666.66,194000,0,0,0,1000000,547000,4900000,922000,400000,8120000,0,356000,6532000,0,380000,528666.66,290800,65000,374000,0,2186000,66000,2253333.34,35050000,80000,0,814800,267428.58,16733333.34,0,609200,307000,0,346444.44,1304800
"ca6c4ea0d",547000,922000,380000,0,1473333.34,0,8120000,814800,3244909.1,1933333.34,406000,1338000,1838333.34,1025333.34,528666.66,242666.66,400000,609200,374000,16733333.34,6532000,0,35050000,1359000,292000,2300000,2186000,194000,1304800,0,0,1000000,4870000,356000,307000,0,267428.58,244000,113600,0,600000,908000,370000,715000,400000,290800,4900000,23600000,0,60666.66,500000,0,0,950000,0,0,0,400000,450000,380000,65000,60000,448666.66,430000,747333.34,1878571.42,12000000,66000,514666.66,0
"ca6cab485",75000,834800,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,3076666.66,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1015000,115636.36,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,296444.44,1563411.76,1775333.34,1563411.76,1775333.34,1600000,1775333.34,440000,247166.66,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,0,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,540000,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,550000,1563411.76,1775333.34,466461.54,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"ca98b17ca",814800,3513333.34,296444.44,194000,1775333.34,1775333.34,834800,1563411.76,3076666.66,440000,1563411.76,1964666.66,5450500,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1477600,310000,260000,377333.34,1600000,1563411.76,1775333.34,160000,0,158000,115636.36,1775333.34,12000000,440000,1359000,2352551.72,1563411.76,1775333.34,540000,1775333.34,1964666.66,332000,60000,3147200,1586888.88,1775333.34,1563411.76,0,0,274000,1800000,1015000,1563411.76,1775333.34,1775333.34,466461.54,280000,247166.66,1775333.34,500000,550000,792750,1775333.34,1563411.76,1563411.76,75000,1775333.34,1563411.76,1563411.76,0,1964666.66,1563411.76
"cc8cf9c8b",450000,406000,3513333.34,0,194000,274000,310000,550000,280000,5450500,1600000,210000,60666.66,168000,440000,120400,92000,0,307000,609200,400000,2465600,60000,540000,0,448666.66,1359000,0,0,158000,8120000,9100000,267428.58,0,3076666.66,7697500,1477600,260000,792750,0,1304800,500000,814800,0,75000,2460000,528666.66,732000,0,1586888.88,296444.44,941600,332000,12000000,400000,160000,1800000,380000,2352551.72,846181.82,440000,115636.36,466461.54,1878571.42,377333.34,247166.66,834800,2793333.34,0,3147200
"ccf7284d8",16733333.34,3244909.1,307000,65000,0,2793333.34,814800,310000,406000,448666.66,280000,115333.34,950000,1924000,160000,4000000,0,2352551.72,380000,450000,0,715000,400000,3147200,7697500,1933333.34,0,1473333.34,1878571.42,92000,370000,0,908000,2186000,3513333.34,292000,500000,0,142333.34,244000,430000,267428.58,8120000,2465600,60000,0,0,747333.34,400000,12000000,1477600,9100000,2460000,60666.66,35050000,528666.66,400000,374000,609200,440500,0,75000,5450500,1304800,732000,0,1586888.88,0,791200,1359000
"cfee36e7e",3862000,10491200,2090000,4400000,9600000,0,22134000,600000,23985000,450000,547000,0,3056888.88,1432000,400000,380000,25300000,707000,2286500,16818666.66,6880000,30000000,1448888.88,2300000,4000000,3012000,2190000,25100000,25100000,0,42000,500000,10814666.66,5352666.66,0,1100000,40000,0,900000,2090000,282333.34,8260400,147090.9,0,25300000,0,0,26400000,880000,819750,1838333.34,600000,4400000,14145000,11973333.34,3252500,140000,1554666.66,30000000,660000,0,356000,11115200,3420000,0,4870000,0,1109500,1614909.1,2253333.34
"d4546ed8f",609200,280000,3076666.66,440000,1775333.34,1775333.34,550000,1563411.76,1600000,466461.54,1563411.76,1964666.66,12000000,1964666.66,1563411.76,1964666.66,158000,1563411.76,3513333.34,2352551.72,1800000,0,75000,1563411.76,1775333.34,5450500,3147200,194000,247166.66,1775333.34,814800,941600,500000,1359000,1563411.76,0,296444.44,1775333.34,1964666.66,260000,1878571.42,1477600,310000,1775333.34,115636.36,332000,160000,377333.34,92000,834800,1563411.76,0,1775333.34,1586888.88,60000,440000,1775333.34,307000,0,0,1775333.34,1563411.76,1015000,0,1775333.34,1563411.76,1563411.76,274000,273000,540000
"d55c09028",300000,747473.68,747473.68,1330000,1330000,1330000,747473.68,747473.68,747473.68,747473.68,747473.68,3574000,747473.68,3574000,747473.68,3574000,1330000,747473.68,747473.68,747473.68,1330000,1330000,747473.68,747473.68,1330000,747473.68,747473.68,1330000,747473.68,1330000,0,1330000,747473.68,747473.68,747473.68,1330000,747473.68,1330000,3574000,1330000,0,747473.68,747473.68,1330000,747473.68,1330000,747473.68,1330000,1330000,747473.68,747473.68,1330000,1330000,747473.68,747473.68,747473.68,1330000,200000,747473.68,3574000,1330000,747473.68,747473.68,747473.68,1330000,747473.68,747473.68,1330000,3574000,747473.68
"d63b2307d",2190000,25300000,16733333.34,1800000,0,194000,4900000,0,356000,0,2186000,62000,22134000,346444.44,3244909.1,170000,0,1933333.34,547000,2253333.34,0,4000000,4870000,60666.66,66000,819750,1838333.34,244000,374000,290800,30000000,0,2090000,40000,450000,1800000,370000,0,0,0,3252500,0,707000,1000000,908000,0,11115200,4900000,9600000,430000,8120000,0,23600000,600000,25100000,922000,4936000,23985000,2300000,0,6532000,267428.58,35050000,400000,0,380000,1304800,1200000,80000,950000
"d726a9b61",400000,4000000,350000,300000,300000,300000,350000,350000,350000,350000,350000,685000,0,685000,350000,685000,300000,350000,350000,0,300000,300000,350000,350000,300000,5700000,350000,300000,350000,300000,0,300000,200000,17000000,350000,300000,350000,300000,685000,300000,0,350000,350000,300000,350000,300000,350000,300000,300000,350000,350000,300000,300000,350000,0,350000,300000,9000000,350000,685000,300000,350000,350000,350000,300000,350000,350000,300000,685000,350000
"d74453c29",800000,0,0,0,0,0,0,0,0,0,0,19360000,0,19360000,0,19360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6376000,0,500000,0,0,0,0,0,19360000,0,32266666.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4133333.34,0,19360000,0,0,0,0,0,0,0,0,19360000,0
"d8e48b069",247166.66,1563411.76,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,1563411.76,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,115636.36,1775333.34,1015000,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,540000,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,834800,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"d91b1a7b1",10000000,5700000,350000,300000,300000,300000,350000,350000,350000,350000,350000,685000,200000,685000,350000,685000,300000,350000,350000,4000000,300000,300000,350000,350000,300000,17000000,350000,300000,350000,300000,9000000,300000,0,0,350000,300000,350000,300000,685000,300000,0,350000,350000,300000,350000,300000,0,300000,300000,350000,350000,300000,300000,350000,0,350000,300000,0,350000,685000,300000,350000,350000,350000,300000,350000,350000,300000,685000,350000
"d94655f86",834800,1563411.76,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,1563411.76,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1015000,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,540000,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"db909f303",4900000,450000,814800,244000,2460000,92000,1878571.42,0,609200,406000,2352551.72,0,35050000,115333.34,3513333.34,1970800,292000,160000,8120000,0,715000,65000,0,466461.54,941600,3244909.1,448666.66,0,500000,7697500,430000,0,950000,1933333.34,310000,9100000,12000000,732000,4000000,747333.34,908000,60666.66,1304800,0,1359000,0,380000,1473333.34,0,60000,1586888.88,400000,2793333.34,400000,2186000,307000,2465600,370000,528666.66,132200,0,3147200,280000,267428.58,0,1477600,75000,0,334000,5450500
"db9ddeb12",1448888.88,819750,922000,4000000,0,23600000,16733333.34,450000,0,1838333.34,35050000,346444.44,2090000,57714.28,1933333.34,0,1200000,2186000,11115200,25300000,0,0,600000,267428.58,290800,40000,4870000,4900000,4900000,194000,23985000,4400000,3252500,25100000,3244909.1,0,374000,6532000,380000,1800000,30000000,400000,547000,4936000,430000,244000,2253333.34,0,0,370000,380000,1800000,0,0,22134000,2300000,0,450000,356000,1432000,1000000,1304800,950000,707000,0,0,8120000,0,60000,908000
"dbf23d64e",3244909.1,448666.66,160000,2465600,377333.34,332000,3513333.34,3076666.66,5450500,1359000,466461.54,168000,267428.58,800000,0,792750,2793333.34,1600000,528666.66,406000,9100000,400000,12000000,115636.36,158000,0,60000,732000,310000,274000,380000,292000,1304800,400000,440000,92000,0,440000,609000,0,8120000,1878571.42,307000,1800000,1586888.88,0,609200,0,0,1477600,247166.66,7697500,194000,500000,60666.66,2352551.72,941600,0,280000,334000,0,834800,3147200,814800,260000,550000,296444.44,2460000,115333.34,75000
"dd6977239",5700000,350000,350000,300000,300000,300000,350000,350000,350000,350000,350000,685000,350000,685000,350000,685000,300000,350000,350000,350000,300000,300000,350000,350000,300000,350000,350000,300000,350000,300000,350000,300000,350000,350000,350000,300000,350000,300000,685000,300000,350000,350000,350000,300000,350000,300000,350000,300000,300000,350000,350000,300000,300000,350000,350000,350000,300000,0,350000,685000,300000,350000,350000,350000,300000,350000,350000,300000,685000,350000
"e012e104f",3056888.88,8260400,2253333.34,25300000,0,244000,11115200,922000,40000,25100000,1838333.34,404000,0,359750,356000,532000,0,0,2190000,14145000,0,1109500,2090000,430000,1200000,3420000,22134000,140000,547000,0,3012000,25100000,16818666.66,147090.9,2300000,0,707000,4000000,565142.86,1100000,10491200,30000000,450000,0,0,0,1448888.88,600000,2090000,400000,4900000,9600000,4900000,3252500,2286500,25300000,4400000,5352666.66,819750,236857.14,0,370000,4870000,23985000,1800000,16733333.34,374000,0,380000,600000
"e10172455",7279000,3056888.88,450000,0,0,0,23985000,547000,14145000,8260400,819750,380000,1554666.66,900000,2253333.34,831000,26400000,25300000,3012000,11973333.34,24200000,880000,147090.9,4870000,9600000,10814666.66,3420000,30000000,30000000,0,111791333.3,38800000,4005500,282333.34,11115200,25100000,3252500,600000,819500,500000,3862000,0,10491200,25300000,22134000,4400000,5352666.66,6880000,167000,2090000,400000,0,0,2286500,42000,2190000,1109500,972000,1448888.88,935000,1100000,600000,40000,16818666.66,140000,707000,0,2090000,371200,25100000
"e42aae1b8",12000000,1477600,540000,158000,1775333.34,1775333.34,1015000,1563411.76,296444.44,247166.66,1563411.76,1964666.66,160000,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,3147200,1586888.88,332000,274000,3076666.66,1563411.76,1775333.34,0,550000,1775333.34,1563411.76,1775333.34,5450500,194000,2352551.72,310000,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,0,280000,0,466461.54,1775333.34,1563411.76,1775333.34,75000,0,260000,1563411.76,1563411.76,1775333.34,1775333.34,440000,3513333.34,115636.36,1775333.34,1359000,834800,800000,1775333.34,1563411.76,1563411.76,1600000,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"e59cb543c",4005500,16818666.66,22134000,2090000,4400000,0,25100000,4870000,30000000,23985000,707000,565142.86,11973333.34,0,0,1359000,1100000,400000,147090.9,0,30000000,4400000,2190000,922000,1800000,10491200,450000,0,40000,4000000,282333.34,6880000,3056888.88,3012000,600000,600000,819750,0,380000,26400000,10814666.66,14145000,3420000,0,2253333.34,1109500,2286500,25100000,0,25300000,0,140000,0,1448888.88,5352666.66,2090000,0,42000,3252500,224000,0,2300000,547000,8260400,9600000,1838333.34,356000,25300000,819500,11115200
"e6df75d80",600000,370000,60666.66,290800,292000,400000,400000,60000,8120000,380000,814800,240000,922000,846181.82,500000,1338000,715000,1878571.42,950000,430000,23600000,194000,450000,160000,0,374000,0,0,0,2465600,0,0,2300000,4900000,12000000,65000,448666.66,0,1025333.34,66000,356000,1933333.34,35050000,1473333.34,609200,0,908000,400000,0,406000,5450500,244000,9100000,3244909.1,16733333.34,267428.58,747333.34,1838333.34,1304800,57714.28,0,2352551.72,307000,2186000,0,1359000,280000,0,281000,528666.66
"e77e32574",22134000,0,950000,0,0,0,35050000,400000,370000,374000,8120000,132200,11115200,440500,267428.58,0,0,1304800,1838333.34,600000,0,1200000,16733333.34,528666.66,65000,400000,4900000,4936000,2186000,715000,819750,244000,2253333.34,707000,60666.66,0,1933333.34,66000,0,1800000,25300000,2300000,0,194000,450000,1000000,4870000,0,0,3244909.1,448666.66,0,0,922000,547000,908000,23600000,40000,430000,404000,290800,609200,380000,356000,400000,0,406000,6532000,170000,0
"eacc7ab9e",440000,1563411.76,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,115636.36,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,247166.66,1775333.34,834800,1015000,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,296444.44,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,540000,1563411.76,1775333.34,550000,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"eb850ef06",147090.9,2090000,1838333.34,9600000,4936000,6532000,0,35050000,0,400000,370000,0,450000,380000,908000,653333.34,0,430000,40000,22134000,0,0,547000,0,0,3252500,707000,0,356000,0,14145000,0,2190000,30000000,950000,4900000,2300000,1800000,80000,4400000,1448888.88,2253333.34,819750,1200000,16733333.34,4000000,25100000,0,140000,922000,1933333.34,244000,1000000,11115200,23985000,4870000,0,8260400,600000,900000,0,450000,374000,25300000,0,2186000,3244909.1,1800000,2515000,4900000
"f06c4b881",3012000,2190000,707000,140000,0,0,400000,374000,2253333.34,25300000,2300000,80000,3420000,60000,16733333.34,359750,4400000,922000,30000000,450000,1100000,600000,40000,35050000,0,1448888.88,819750,0,0,1800000,0,25300000,147090.9,14145000,4900000,0,600000,4900000,2515000,0,2286500,22134000,3252500,1800000,1838333.34,0,23985000,0,0,4870000,430000,0,1200000,25100000,8260400,547000,4000000,16818666.66,11115200,1614909.1,0,950000,356000,2090000,244000,370000,908000,9600000,1432000,0
"f080bc65d",5352666.66,1448888.88,547000,600000,244000,1200000,707000,4900000,25300000,819750,356000,60000,147090.9,955500,922000,2515000,9600000,2300000,23985000,2190000,25300000,1100000,25100000,950000,1800000,14145000,40000,0,400000,0,16818666.66,1109500,2286500,8260400,16733333.34,4400000,0,0,384000,140000,0,2090000,30000000,4000000,4870000,0,450000,0,25100000,600000,370000,0,0,22134000,3420000,11115200,0,10491200,2253333.34,1234666.66,1800000,908000,0,3252500,4900000,374000,430000,0,320000,1838333.34
"f0a57697d",466461.54,540000,1563411.76,1775333.34,1775333.34,1775333.34,1563411.76,1563411.76,1563411.76,1563411.76,1563411.76,1964666.66,247166.66,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1015000,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,115636.36,1563411.76,1775333.34,1563411.76,1775333.34,440000,1775333.34,550000,834800,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,3076666.66,1563411.76,1563411.76,1775333.34,1563411.76,1775333.34,1563411.76,1775333.34,1775333.34,1563411.76,1563411.76,1775333.34,1775333.34,1563411.76,296444.44,1563411.76,1775333.34,0,1563411.76,1964666.66,1775333.34,1563411.76,1563411.76,1563411.76,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"f43a48254",25300000,0,3244909.1,1000000,65000,747333.34,450000,609200,35050000,950000,400000,4200000,0,242666.66,448666.66,132200,194000,0,922000,356000,0,4936000,430000,500000,0,1838333.34,908000,0,0,1473333.34,547000,1800000,400000,4870000,406000,290800,380000,0,440500,6532000,707000,374000,16733333.34,0,1304800,0,2300000,0,1200000,8120000,307000,66000,244000,370000,600000,1933333.34,400000,11115200,2186000,653333.34,0,1878571.42,60666.66,4900000,715000,528666.66,814800,23600000,62000,267428.58
"f4dde7e2e",184000,0,747473.68,1330000,1330000,1330000,747473.68,747473.68,747473.68,747473.68,747473.68,3574000,300000,3574000,747473.68,3574000,1330000,747473.68,747473.68,747473.68,1330000,1330000,747473.68,747473.68,1330000,0,747473.68,1330000,747473.68,1330000,0,1330000,0,200000,747473.68,1330000,747473.68,1330000,3574000,1330000,416666.66,747473.68,747473.68,1330000,747473.68,1330000,747473.68,1330000,1330000,747473.68,747473.68,1330000,1330000,747473.68,0,747473.68,1330000,0,747473.68,3574000,1330000,747473.68,747473.68,747473.68,1330000,747473.68,747473.68,1330000,3574000,747473.68
"f51433ccc",477800,3530500,11973333.34,456000,500000,30000000,5352666.66,2190000,282333.34,42000,3420000,137000,121000,224000,14145000,108000,0,8260400,7279000,0,225000,0,4005500,2090000,2090000,20000000,1554666.66,5200000,3012000,4400000,2779666.66,64000,5187333.34,3095200,1448888.88,4240000,10491200,880000,2530000,17900000,588000,111791333.3,1859333.34,38800000,0,13693333.34,1060000,11731500,0,16818666.66,23985000,167000,6880000,3862000,6814000,3056888.88,3420000,1227333.34,10814666.66,2684666.66,24200000,3252500,147090.9,972000,0,450000,30000000,0,1200000,2286500
"f5fcec8dd",588000,1859333.34,16818666.66,13693333.34,2090000,25100000,0,3252500,5352666.66,11973333.34,2190000,236857.14,3530500,371200,23985000,137000,38800000,450000,3862000,972000,11731500,5200000,10814666.66,819750,1109500,7279000,3056888.88,4240000,2286500,0,6814000,17900000,20000000,1060000,30000000,24200000,147090.9,30000000,224000,0,3095200,42000,4005500,500000,8260400,167000,111791333.3,0,0,3420000,22134000,880000,26400000,282333.34,0,10491200,0,121000,3012000,3841000,6880000,40000,1448888.88,1554666.66,4400000,2090000,25100000,3420000,935000,14145000
"f774d7025",17000000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,8891333.34,17020000,8891333.34,17020000,8891333.34,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,0,17020000,17020000,17020000,17020000,17020000,17020000,17020000,8891333.34,17020000,0,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,556000,17020000,8891333.34,17020000,17020000,17020000,17020000,17020000,17020000,17020000,17020000,8891333.34,17020000
"fae83c142",400000,12000000,466461.54,7697500,1775333.34,1775333.34,1600000,1563411.76,1586888.88,1477600,834800,1964666.66,307000,1964666.66,540000,1964666.66,377333.34,115636.36,5450500,60000,2793333.34,92000,310000,1563411.76,1775333.34,500000,0,0,0,1775333.34,406000,2460000,528666.66,1878571.42,1015000,194000,440000,0,1964666.66,941600,609200,160000,280000,158000,550000,440000,1359000,1800000,732000,3076666.66,1563411.76,332000,1775333.34,3513333.34,814800,3147200,274000,448666.66,75000,1924000,0,1563411.76,296444.44,2352551.72,1775333.34,1563411.76,1563411.76,260000,179000,247166.66
"fba64a995",267428.58,1878571.42,75000,2793333.34,0,1775333.34,3147200,540000,0,310000,247166.66,1964666.66,609200,1964666.66,834800,273000,440000,296444.44,60000,500000,0,2460000,160000,1563411.76,1775333.34,814800,3513333.34,941600,466461.54,1775333.34,0,732000,406000,307000,115636.36,260000,1600000,158000,210000,92000,448666.66,280000,1359000,332000,440000,1800000,12000000,7697500,0,0,1563411.76,377333.34,1775333.34,2352551.72,528666.66,1586888.88,194000,400000,1477600,1970800,274000,1563411.76,550000,5450500,0,1015000,1563411.76,0,792750,3076666.66
"fcf9edf33",3530500,42000,14145000,38800000,1100000,140000,1448888.88,25300000,147090.9,2286500,22134000,0,111791333.3,831000,40000,1234666.66,30000000,25100000,3056888.88,282333.34,167000,3420000,16818666.66,400000,0,1554666.66,0,0,2190000,0,7279000,4240000,972000,4005500,819750,4400000,450000,1109500,2400000,24200000,1859333.34,3012000,11973333.34,25100000,30000000,500000,10814666.66,880000,0,23985000,11115200,2090000,600000,10491200,3862000,8260400,26400000,1060000,3420000,50000,0,707000,2090000,5352666.66,25300000,2253333.34,547000,6880000,137000,3252500
"fd0c7cfc2",1359000,75000,1563411.76,0,1775333.34,1775333.34,1563411.76,1563411.76,115636.36,834800,1563411.76,1964666.66,310000,1964666.66,1563411.76,1964666.66,1775333.34,1563411.76,1600000,3147200,158000,0,247166.66,1563411.76,1775333.34,1586888.88,296444.44,1775333.34,1563411.76,1775333.34,2352551.72,274000,3513333.34,1477600,1563411.76,1775333.34,1563411.76,1775333.34,1964666.66,1775333.34,160000,3076666.66,0,1775333.34,1563411.76,1775333.34,466461.54,1775333.34,194000,1563411.76,1563411.76,1775333.34,1775333.34,550000,0,1015000,1775333.34,280000,540000,210000,1775333.34,1563411.76,1563411.76,440000,1775333.34,1563411.76,1563411.76,1775333.34,1964666.66,1563411.76
"fef33cb02",528666.66,2352551.72,550000,260000,1775333.34,1775333.34,247166.66,1563411.76,0,1600000,1563411.76,1964666.66,60000,1964666.66,1563411.76,1964666.66,0,1563411.76,310000,160000,0,440000,3147200,1563411.76,1775333.34,280000,466461.54,332000,296444.44,1775333.34,1878571.42,1800000,12000000,5450500,1563411.76,0,834800,1775333.34,1964666.66,377333.34,500000,1586888.88,0,1775333.34,540000,274000,3513333.34,194000,7697500,115636.36,1563411.76,1775333.34,1775333.34,75000,1359000,3076666.66,1775333.34,814800,440000,350000,1775333.34,1563411.76,1563411.76,1477600,1775333.34,1563411.76,1563411.76,158000,1964666.66,1015000
